ALLS WELL THAT ENDS WELL	PAROLLES	That's for advantage.
ALLS WELL THAT ENDS WELL	HELENA	So is running away, when fear proposes the safety: but the composition that your valour and fear makes in you is a virtue of a good wing, and I like the wear well.
ALLS WELL THAT ENDS WELL	PAROLLES	I am so full of business I cannot answer thee acutely. I will return perfect courtier; in the which my instruction shall serve to naturalize thee, so thou wilt be capable of a courtier's counsel, and understand what advice shall thrust upon thee; else thou diest in thine unthankfulness, and thine ignorance makes thee away. Farewell. When thou hast leisure, say thy prayers; when thou hast none, remember thy friends. Get thee a good husband and use him as he uses thee. So, farewell.
ALLS WELL THAT ENDS WELL	FIRST LORD	So 'tis reported, sir.
ALLS WELL THAT ENDS WELL	BERTRAM	My thanks and duty are your Majesty's.
ALLS WELL THAT ENDS WELL	BERTRAM	Some six months since, my lord.
ALLS WELL THAT ENDS WELL	COUNTESS	I will now hear; what say you of this gentlewoman?
ALLS WELL THAT ENDS WELL	STEWARD	Madam, the care I have had to even your content I wish might be found in the calendar of my past endeavours; for then we wound our modesty, and make foul the clearness of our deservings, when of ourselves we publish them.
ALLS WELL THAT ENDS WELL	COUNTESS	What does this knave here? Get you gone, sirrah. The complaints I have heard of you I do not all believe; 'tis my slowness that I do not, for I know you lack not folly to commit them and have ability enough to make such knaveries yours.
ALLS WELL THAT ENDS WELL	CLOWN	'Tis not unknown to you, madam, I am a poor fellow.
ALLS WELL THAT ENDS WELL	COUNTESS	Well, sir.
ALLS WELL THAT ENDS WELL	CLOWN	No, madam, 'tis not so well that I am poor, though many of the rich are damn'd; but if I may have your ladyship's good will to go to the world, Isbel the woman and I will do as we may.
ALLS WELL THAT ENDS WELL	COUNTESS	Wilt thou needs be a beggar?
ALLS WELL THAT ENDS WELL	CLOWN	I do beg your good will in this case.
ALLS WELL THAT ENDS WELL	COUNTESS	In what case?
ALLS WELL THAT ENDS WELL	CLOWN	In Isbel's case and mine own. Service is no heritage; and I think I shall never have the blessing of God till I have issue o' my body; for they say bames are blessings.
ALLS WELL THAT ENDS WELL	COUNTESS	Tell me thy reason why thou wilt marry.
ALLS WELL THAT ENDS WELL	CLOWN	My poor body, madam, requires it. I am driven on by the flesh; and he must needs go that the devil drives.
ALLS WELL THAT ENDS WELL	COUNTESS	Is this all your worship's reason?
ALLS WELL THAT ENDS WELL	CLOWN	Faith, madam, I have other holy reasons, such as they are.
ALLS WELL THAT ENDS WELL	COUNTESS	May the world know them?
ALLS WELL THAT ENDS WELL	CLOWN	I have been, madam, a wicked creature, as you and all flesh and blood are; and, indeed, I do marry that I may repent.
ALLS WELL THAT ENDS WELL	COUNTESS	Thy marriage, sooner than thy wickedness.
ALLS WELL THAT ENDS WELL	CLOWN	I am out o' friends, madam, and I hope to have friends for my wife's sake.
ALLS WELL THAT ENDS WELL	COUNTESS	Such friends are thine enemies, knave.
ALLS WELL THAT ENDS WELL	CLOWN	Y'are shallow, madam-in great friends; for the knaves come to do that for me which I am aweary of. He that ears my land spares my team, and gives me leave to in the crop. If I be his cuckold, he's my drudge. He that comforts my wife is the cherisher of my flesh and blood; he that cherishes my flesh and blood loves my flesh and blood; he that loves my flesh and blood is my friend; ergo, he that kisses my wife is my friend. If men could be contented to be what they are, there were no fear in marriage; for young Charbon the puritan and old Poysam the papist, howsome'er their hearts are sever'd in religion, their heads are both one; they may jowl horns together like any deer i' th' herd.
ALLS WELL THAT ENDS WELL	COUNTESS	Wilt thou ever be a foul-mouth'd and calumnious knave?
ALLS WELL THAT ENDS WELL	COUNTESS	Get you gone, sir; I'll talk with you more anon.
ALLS WELL THAT ENDS WELL	COUNTESS	What, one good in ten? You corrupt the song, sirrah.
ALLS WELL THAT ENDS WELL	CLOWN	One good woman in ten, madam, which is a purifying o' th' song. Would God would serve the world so all the year! We'd find no fault with the tithe-woman, if I were the parson. One in ten, quoth 'a! An we might have a good woman born before every blazing star, or at an earthquake, 'twould mend the lottery well: a man may draw his heart out ere 'a pluck one.
ALLS WELL THAT ENDS WELL	COUNTESS	You'll be gone, sir knave, and do as I command you.
ALLS WELL THAT ENDS WELL	COUNTESS	Well, now.
ALLS WELL THAT ENDS WELL	STEWARD	I know, madam, you love your gentlewoman entirely.
ALLS WELL THAT ENDS WELL	COUNTESS	Faith I do. Her father bequeath'd her to me; and she herself, without other advantage, may lawfully make title to as much love as she finds. There is more owing her than is paid; and more shall be paid her than she'll demand.
ALLS WELL THAT ENDS WELL	STEWARD	Madam, I was very late more near her than I think she wish'd me. Alone she was, and did communicate to herself her own words to her own ears; she thought, I dare vow for her, they touch'd not any stranger sense. Her matter was, she loved your son. Fortune, she said, was no goddess, that had put such difference betwixt their two estates; Love no god, that would not extend his might only where qualities were level; Diana no queen of virgins, that would suffer her poor knight surpris'd without rescue in the first assault, or ransom afterward. This she deliver'd in the most bitter touch of sorrow that e'er I heard virgin exclaim in; which I held my duty speedily to acquaint you withal; sithence, in the loss that may happen, it concerns you something to know it.
ALLS WELL THAT ENDS WELL	HELENA	What is your pleasure, madam?
ALLS WELL THAT ENDS WELL	HELENA	Mine honourable mistress.
ALLS WELL THAT ENDS WELL	HELENA	That I am not.
ALLS WELL THAT ENDS WELL	COUNTESS	I say I am your mother.
ALLS WELL THAT ENDS WELL	COUNTESS	Nor I your mother?
ALLS WELL THAT ENDS WELL	HELENA	Good madam, pardon me.
ALLS WELL THAT ENDS WELL	COUNTESS	Do you love my son?
ALLS WELL THAT ENDS WELL	HELENA	Your pardon, noble mistress.
ALLS WELL THAT ENDS WELL	COUNTESS	Love you my son?
ALLS WELL THAT ENDS WELL	HELENA	Do not you love him, madam?
ALLS WELL THAT ENDS WELL	HELENA	Madam, I had.
ALLS WELL THAT ENDS WELL	COUNTESS	Wherefore? Tell true.
ALLS WELL THAT ENDS WELL	COUNTESS	Dost thou believe't?
ALLS WELL THAT ENDS WELL	HELENA	Ay, madam, knowingly.
ALLS WELL THAT ENDS WELL	SECOND LORD	Health, at your bidding, serve your Majesty!
ALLS WELL THAT ENDS WELL	FIRST LORD	O my sweet lord, that you will stay behind us!
ALLS WELL THAT ENDS WELL	PAROLLES	Most admirable! I have seen those wars.
ALLS WELL THAT ENDS WELL	PAROLLES	An thy mind stand to 't, boy, steal away bravely.
ALLS WELL THAT ENDS WELL	FIRST LORD	There's honour in the theft.
ALLS WELL THAT ENDS WELL	PAROLLES	Commit it, Count.
ALLS WELL THAT ENDS WELL	SECOND LORD	I am your accessary; and so farewell.
ALLS WELL THAT ENDS WELL	BERTRAM	I grow to you, and our parting is a tortur'd body.
ALLS WELL THAT ENDS WELL	FIRST LORD	Farewell, Captain.
ALLS WELL THAT ENDS WELL	SECOND LORD	Sweet Monsieur Parolles!
ALLS WELL THAT ENDS WELL	PAROLLES	Noble heroes, my sword and yours are kin. Good sparks and lustrous, a word, good metals: you shall find in the regiment of the Spinii one Captain Spurio, with his cicatrice, an emblem of war, here on his sinister cheek; it was this very sword entrench'd it. Say to him I live; and observe his reports for me.
ALLS WELL THAT ENDS WELL	FIRST LORD	We shall, noble Captain.
ALLS WELL THAT ENDS WELL	BERTRAM	Stay; the King!
ALLS WELL THAT ENDS WELL	PAROLLES	Use a more spacious ceremony to the noble lords; you have restrain'd yourself within the list of too cold an adieu. Be more expressive to them; for they wear themselves in the cap of the time; there do muster true gait; eat, speak, and move, under the influence of the most receiv'd star; and though the devil lead the measure, such are to be followed. After them, and take a more dilated farewell.
ALLS WELL THAT ENDS WELL	BERTRAM	And I will do so.
ALLS WELL THAT ENDS WELL	LAFEU	[Kneeling]  Pardon, my lord, for me and for my tidings.
ALLS WELL THAT ENDS WELL	KING	I'll fee thee to stand up.
ALLS WELL THAT ENDS WELL	KING	No.
ALLS WELL THAT ENDS WELL	KING	What her is this?
ALLS WELL THAT ENDS WELL	LAFEU	Nay, come your ways.
ALLS WELL THAT ENDS WELL	KING	This haste hath wings indeed.
ALLS WELL THAT ENDS WELL	KING	Now, fair one, does your business follow us?
ALLS WELL THAT ENDS WELL	KING	I knew him.
ALLS WELL THAT ENDS WELL	KING	Make thy demand.
ALLS WELL THAT ENDS WELL	HELENA	But will you make it even?
ALLS WELL THAT ENDS WELL	KING	Ay, by my sceptre and my hopes of heaven.
ALLS WELL THAT ENDS WELL	COUNTESS	Come on, sir; I shall now put you to the height of your breeding.
ALLS WELL THAT ENDS WELL	CLOWN	I will show myself highly fed and lowly taught. I know my business is but to the court.
ALLS WELL THAT ENDS WELL	COUNTESS	To the court! Why, what place make you special, when you put off that with such contempt? But to the court!
ALLS WELL THAT ENDS WELL	CLOWN	Truly, madam, if God have lent a man any manners, he may easily put it off at court. He that cannot make a leg, put off's cap, kiss his hand, and say nothing, has neither leg, hands, lip, nor cap; and indeed such a fellow, to say precisely, were not for the court; but for me, I have an answer will serve all men.
ALLS WELL THAT ENDS WELL	COUNTESS	Marry, that's a bountiful answer that fits all questions.
ALLS WELL THAT ENDS WELL	CLOWN	It is like a barber's chair, that fits all buttocks-the pin buttock, the quatch buttock, the brawn buttock, or any buttock.
ALLS WELL THAT ENDS WELL	COUNTESS	Will your answer serve fit to all questions?
ALLS WELL THAT ENDS WELL	COUNTESS	Have you, I, say, an answer of such fitness for all questions?
ALLS WELL THAT ENDS WELL	CLOWN	From below your duke to beneath your constable, it will fit any question.
ALLS WELL THAT ENDS WELL	COUNTESS	It must be an answer of most monstrous size that must fit all demands.
ALLS WELL THAT ENDS WELL	CLOWN	But a trifle neither, in good faith, if the learned should speak truth of it. Here it is, and all that belongs to't. Ask me if I am a courtier: it shall do you no harm to learn.
ALLS WELL THAT ENDS WELL	COUNTESS	To be young again, if we could, I will be a fool in question, hoping to be the wiser by your answer. I pray you, sir, are you a courtier?
ALLS WELL THAT ENDS WELL	CLOWN	O Lord, sir!-There's a simple putting off. More, more, a hundred of them.
ALLS WELL THAT ENDS WELL	COUNTESS	Sir, I am a poor friend of yours, that loves you.
ALLS WELL THAT ENDS WELL	CLOWN	O Lord, sir!-Thick, thick; spare not me.
ALLS WELL THAT ENDS WELL	COUNTESS	I think, sir, you can eat none of this homely meat.
ALLS WELL THAT ENDS WELL	CLOWN	O Lord, sir!-Nay, put me to't, I warrant you.
ALLS WELL THAT ENDS WELL	COUNTESS	You were lately whipp'd, sir, as I think.
ALLS WELL THAT ENDS WELL	CLOWN	O Lord, sir!-Spare not me.
ALLS WELL THAT ENDS WELL	COUNTESS	Do you cry 'O Lord, sir!' at your whipping, and 'spare not me'? Indeed your 'O Lord, sir!' is very sequent to your whipping. You would answer very well to a whipping, if you were but bound to't.
ALLS WELL THAT ENDS WELL	CLOWN	I ne'er had worse luck in my life in my 'O Lord, sir!' I see thing's may serve long, but not serve ever.
ALLS WELL THAT ENDS WELL	CLOWN	O Lord, sir!-Why, there't serves well again.
ALLS WELL THAT ENDS WELL	CLOWN	Not much commendation to them?
ALLS WELL THAT ENDS WELL	COUNTESS	Not much employment for you. You understand me?
ALLS WELL THAT ENDS WELL	CLOWN	Most fruitfully; I am there before my legs.
ALLS WELL THAT ENDS WELL	LAFEU	They say miracles are past; and we have our philosophical persons to make modern and familiar things supernatural and causeless. Hence is it that we make trifles of terrors, ensconcing ourselves into seeming knowledge when we should submit ourselves to an unknown fear.
ALLS WELL THAT ENDS WELL	PAROLLES	Why, 'tis the rarest argument of wonder that hath shot out in our latter times.
ALLS WELL THAT ENDS WELL	BERTRAM	And so 'tis.
ALLS WELL THAT ENDS WELL	LAFEU	To be relinquish'd of the artists-
ALLS WELL THAT ENDS WELL	PAROLLES	So I say-both of Galen and Paracelsus.
ALLS WELL THAT ENDS WELL	LAFEU	Of all the learned and authentic fellows-
ALLS WELL THAT ENDS WELL	PAROLLES	Right; so I say.
ALLS WELL THAT ENDS WELL	LAFEU	That gave him out incurable-
ALLS WELL THAT ENDS WELL	PAROLLES	Why, there 'tis; so say I too.
ALLS WELL THAT ENDS WELL	LAFEU	Not to be help'd-
ALLS WELL THAT ENDS WELL	PAROLLES	Right; as 'twere a man assur'd of a-
ALLS WELL THAT ENDS WELL	LAFEU	Uncertain life and sure death.
ALLS WELL THAT ENDS WELL	PAROLLES	Just; you say well; so would I have said.
ALLS WELL THAT ENDS WELL	LAFEU	I may truly say it is a novelty to the world.
ALLS WELL THAT ENDS WELL	PAROLLES	It is indeed. If you will have it in showing, you shall read it in what-do-ye-call't here.
ALLS WELL THAT ENDS WELL	PAROLLES	That's it; I would have said the very same.
ALLS WELL THAT ENDS WELL	LAFEU	Why, your dolphin is not lustier. 'Fore me, I speak in respect-
ALLS WELL THAT ENDS WELL	PAROLLES	Nay, 'tis strange, 'tis very strange; that is the brief and the tedious of it; and he's of a most facinerious spirit that will not acknowledge it to be the-
ALLS WELL THAT ENDS WELL	LAFEU	Very hand of heaven.
ALLS WELL THAT ENDS WELL	PAROLLES	Ay; so I say.
ALLS WELL THAT ENDS WELL	LAFEU	In a most weak-
ALLS WELL THAT ENDS WELL	PAROLLES	And debile minister, great power, great transcendence; which should, indeed, give us a further use to be made than alone the recov'ry of the King, as to be-
ALLS WELL THAT ENDS WELL	PAROLLES	I would have said it; you say well. Here comes the King.
ALLS WELL THAT ENDS WELL	LAFEU	Lustig, as the Dutchman says. I'll like a maid the better, whilst I have a tooth in my head. Why, he's able to lead her a coranto.
ALLS WELL THAT ENDS WELL	PAROLLES	Mort du vinaigre! Is not this Helen?
ALLS WELL THAT ENDS WELL	LAFEU	'Fore God, I think so.
ALLS WELL THAT ENDS WELL	ALL	We understand it, and thank heaven for you.
ALLS WELL THAT ENDS WELL	FIRST LORD	And grant it.
ALLS WELL THAT ENDS WELL	HELENA	Thanks, sir; all the rest is mute.
ALLS WELL THAT ENDS WELL	LAFEU	I had rather be in this choice than throw ames-ace for my life.
ALLS WELL THAT ENDS WELL	SECOND LORD	No better, if you please.
ALLS WELL THAT ENDS WELL	LAFEU	Do all they deny her? An they were sons of mine I'd have them whipt; or I would send them to th' Turk to make eunuchs of.
ALLS WELL THAT ENDS WELL	FOURTH LORD	Fair one, I think not so.
ALLS WELL THAT ENDS WELL	LAFEU	There's one grape yet; I am sure thy father drunk wine-but if thou be'st not an ass, I am a youth of fourteen; I have known thee already.
ALLS WELL THAT ENDS WELL	KING	Why, then, young Bertram, take her; she's thy wife.
ALLS WELL THAT ENDS WELL	KING	Thou know'st she has rais'd me from my sickly bed.
ALLS WELL THAT ENDS WELL	BERTRAM	I cannot love her, nor will strive to do 't.
ALLS WELL THAT ENDS WELL	KING	Thou wrong'st thyself, if thou shouldst strive to choose.
ALLS WELL THAT ENDS WELL	BERTRAM	I take her hand.
ALLS WELL THAT ENDS WELL	LAFEU	Do you hear, monsieur? A word with you.
ALLS WELL THAT ENDS WELL	PAROLLES	Your pleasure, sir?
ALLS WELL THAT ENDS WELL	LAFEU	Your lord and master did well to make his recantation.
ALLS WELL THAT ENDS WELL	PAROLLES	Recantation! My Lord! my master!
ALLS WELL THAT ENDS WELL	LAFEU	Ay; is it not a language I speak?
ALLS WELL THAT ENDS WELL	PAROLLES	A most harsh one, and not to be understood without bloody succeeding. My master!
ALLS WELL THAT ENDS WELL	LAFEU	Are you companion to the Count Rousillon?
ALLS WELL THAT ENDS WELL	PAROLLES	To any count; to all counts; to what is man.
ALLS WELL THAT ENDS WELL	LAFEU	To what is count's man: count's master is of another style.
ALLS WELL THAT ENDS WELL	PAROLLES	You are too old, sir; let it satisfy you, you are too old.
ALLS WELL THAT ENDS WELL	LAFEU	I must tell thee, sirrah, I write man; to which title age cannot bring thee.
ALLS WELL THAT ENDS WELL	PAROLLES	What I dare too well do, I dare not do.
ALLS WELL THAT ENDS WELL	LAFEU	I did think thee, for two ordinaries, to be a pretty wise fellow; thou didst make tolerable vent of thy travel; it might pass. Yet the scarfs and the bannerets about thee did manifoldly dissuade me from believing thee a vessel of too great a burden. I have now found thee; when I lose thee again I care not; yet art thou good for nothing but taking up; and that thou'rt scarce worth.
ALLS WELL THAT ENDS WELL	PAROLLES	Hadst thou not the privilege of antiquity upon thee-
ALLS WELL THAT ENDS WELL	LAFEU	Do not plunge thyself too far in anger, lest thou hasten thy trial; which if-Lord have mercy on thee for a hen! So, my good window of lattice, fare thee well; thy casement I need not open, for I look through thee. Give me thy hand.
ALLS WELL THAT ENDS WELL	PAROLLES	My lord, you give me most egregious indignity.
ALLS WELL THAT ENDS WELL	LAFEU	Ay, with all my heart; and thou art worthy of it.
ALLS WELL THAT ENDS WELL	PAROLLES	I have not, my lord, deserv'd it.
ALLS WELL THAT ENDS WELL	LAFEU	Yes, good faith, ev'ry dram of it; and I will not bate thee a scruple.
ALLS WELL THAT ENDS WELL	PAROLLES	Well, I shall be wiser.
ALLS WELL THAT ENDS WELL	LAFEU	Ev'n as soon as thou canst, for thou hast to pull at a smack o' th' contrary. If ever thou be'st bound in thy scarf and beaten, thou shalt find what it is to be proud of thy bondage. I have a desire to hold my acquaintance with thee, or rather my knowledge, that I may say in the default 'He is a man I know.'
ALLS WELL THAT ENDS WELL	PAROLLES	My lord, you do me most insupportable vexation.
ALLS WELL THAT ENDS WELL	LAFEU	I would it were hell pains for thy sake, and my poor doing eternal; for doing I am past, as I will by thee, in what motion age will give me leave.                                 Exit
ALLS WELL THAT ENDS WELL	LAFEU	Sirrah, your lord and master's married; there's news for you; you have a new mistress.
ALLS WELL THAT ENDS WELL	PAROLLES	I most unfeignedly beseech your lordship to make some reservation of your wrongs. He is my good lord: whom I serve above is my master.
ALLS WELL THAT ENDS WELL	LAFEU	Who? God?
ALLS WELL THAT ENDS WELL	PAROLLES	Ay, sir.
ALLS WELL THAT ENDS WELL	LAFEU	The devil it is that's thy master. Why dost thou garter up thy arms o' this fashion? Dost make hose of thy sleeves? Do other servants so? Thou wert best set thy lower part where thy nose stands. By mine honour, if I were but two hours younger, I'd beat thee. Methink'st thou art a general offence, and every man should beat thee. I think thou wast created for men to breathe themselves upon thee.
ALLS WELL THAT ENDS WELL	PAROLLES	This is hard and undeserved measure, my lord.
ALLS WELL THAT ENDS WELL	PAROLLES	Good, very, good, it is so then. Good, very good; let it be conceal'd awhile.
ALLS WELL THAT ENDS WELL	BERTRAM	Undone, and forfeited to cares for ever!
ALLS WELL THAT ENDS WELL	PAROLLES	What's the matter, sweetheart?
ALLS WELL THAT ENDS WELL	PAROLLES	What, what, sweetheart?
ALLS WELL THAT ENDS WELL	BERTRAM	There's letters from my mother; what th' import is I know not yet.
ALLS WELL THAT ENDS WELL	PAROLLES	Will this capriccio hold in thee, art sure?
ALLS WELL THAT ENDS WELL	HELENA	My mother greets me kindly; is she well?
ALLS WELL THAT ENDS WELL	CLOWN	She is not well, but yet she has her health; she's very merry, but yet she is not well. But thanks be given, she's very well, and wants nothing i' th' world; but yet she is not well.
ALLS WELL THAT ENDS WELL	HELENA	If she be very well, what does she ail that she's not very well?
ALLS WELL THAT ENDS WELL	CLOWN	Truly, she's very well indeed, but for two things.
ALLS WELL THAT ENDS WELL	HELENA	What two things?
ALLS WELL THAT ENDS WELL	PAROLLES	Bless you, my fortunate lady!
ALLS WELL THAT ENDS WELL	HELENA	I hope, sir, I have your good will to have mine own good fortunes.
ALLS WELL THAT ENDS WELL	PAROLLES	You had my prayers to lead them on; and to keep them on, have them still. O, my knave, how does my old lady?
ALLS WELL THAT ENDS WELL	CLOWN	So that you had her wrinkles and I her money, I would she did as you say.
ALLS WELL THAT ENDS WELL	PAROLLES	Why, I say nothing.
ALLS WELL THAT ENDS WELL	CLOWN	Marry, you are the wiser man; for many a man's tongue shakes out his master's undoing. To say nothing, to do nothing, to know nothing, and to have nothing, is to be a great part of your title, which is within a very little of nothing.
ALLS WELL THAT ENDS WELL	PAROLLES	Away! th'art a knave.
ALLS WELL THAT ENDS WELL	CLOWN	You should have said, sir, 'Before a knave th'art a knave'; that's 'Before me th'art a knave.' This had been truth, sir.
ALLS WELL THAT ENDS WELL	PAROLLES	Go to, thou art a witty fool; I have found thee.
ALLS WELL THAT ENDS WELL	CLOWN	Did you find me in yourself, sir, or were you taught to find me? The search, sir, was profitable; and much fool may you find in you, even to the world's pleasure and the increase of laughter.
ALLS WELL THAT ENDS WELL	HELENA	What's his else?
ALLS WELL THAT ENDS WELL	HELENA	What more commands he?
ALLS WELL THAT ENDS WELL	HELENA	In everything I wait upon his will.
ALLS WELL THAT ENDS WELL	PAROLLES	I shall report it so.
ALLS WELL THAT ENDS WELL	LAFEU	But I hope your lordship thinks not him a soldier.
ALLS WELL THAT ENDS WELL	BERTRAM	Yes, my lord, and of very valiant approof.
ALLS WELL THAT ENDS WELL	LAFEU	You have it from his own deliverance.
ALLS WELL THAT ENDS WELL	BERTRAM	And by other warranted testimony.
ALLS WELL THAT ENDS WELL	LAFEU	Then my dial goes not true; I took this lark for a bunting.
ALLS WELL THAT ENDS WELL	BERTRAM	I do assure you, my lord, he is very great in knowledge, and accordingly valiant.
ALLS WELL THAT ENDS WELL	PAROLLES	[To BERTRAM]  These things shall be done, sir.
ALLS WELL THAT ENDS WELL	LAFEU	Pray you, sir, who's his tailor?
ALLS WELL THAT ENDS WELL	PAROLLES	Sir!
ALLS WELL THAT ENDS WELL	LAFEU	O, I know him well. Ay, sir; he, sir, 's a good workman, a very good tailor.
ALLS WELL THAT ENDS WELL	BERTRAM	[Aside to PAROLLES]  Is she gone to the King?
ALLS WELL THAT ENDS WELL	PAROLLES	She is.
ALLS WELL THAT ENDS WELL	BERTRAM	Will she away to-night?
ALLS WELL THAT ENDS WELL	PAROLLES	As you'll have her.
ALLS WELL THAT ENDS WELL	BERTRAM	Is there any unkindness between my lord and you, monsieur?
ALLS WELL THAT ENDS WELL	PAROLLES	I know not how I have deserved to run into my lord's displeasure.
ALLS WELL THAT ENDS WELL	LAFEU	You have made shift to run into 't, boots and spurs and all, like him that leapt into the custard; and out of it you'll run again, rather than suffer question for your residence.
ALLS WELL THAT ENDS WELL	BERTRAM	It may be you have mistaken him, my lord.
ALLS WELL THAT ENDS WELL	PAROLLES	An idle lord, I swear.
ALLS WELL THAT ENDS WELL	BERTRAM	I think so.
ALLS WELL THAT ENDS WELL	PAROLLES	Why, do you not know him?
ALLS WELL THAT ENDS WELL	BERTRAM	Come, come, no more of that.
ALLS WELL THAT ENDS WELL	HELENA	Pray, sir, your pardon.
ALLS WELL THAT ENDS WELL	BERTRAM	Well, what would you say?
ALLS WELL THAT ENDS WELL	BERTRAM	What would you have?
ALLS WELL THAT ENDS WELL	BERTRAM	I pray you, stay not, but in haste to horse.
ALLS WELL THAT ENDS WELL	HELENA	I shall not break your bidding, good my lord.
ALLS WELL THAT ENDS WELL	DUKE	Be it his pleasure.
ALLS WELL THAT ENDS WELL	COUNTESS	It hath happen'd all as I would have had it, save that he comes not along with her.
ALLS WELL THAT ENDS WELL	CLOWN	By my troth, I take my young lord to be a very melancholy man.
ALLS WELL THAT ENDS WELL	COUNTESS	By what observance, I pray you?
